processing_unit,agent_name,agent_x,agent_y,hab_name,hab_type,hab_water_depth,hab_salinity,hab_food,hab_distance,prob_overall,prob_water,prob_salinity,prob_food,prob_distance,has_moved
16,5-5cm,0.7427362008085313,0.6962203700682617,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0010172374737750997,3.972438335828997,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
16,6-30cm,0.7294627843769999,0.8435655927030906,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0028249374550452077,11.031730674544363,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
16,1-30cm,0.23987372941541885,0.2028947446759084,lagoon-blue,2,45.634,10,6.41,0.5042320894191483,6.519146293566824e-05,3.103088255842408,0.0084,0.0084,0.003300792461701698,True
16,1-5cm,0.744063806735462,0.7120973302527634,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0010172374737750997,3.972438335828997,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
16,1-60cm,0.6068824399631138,0.14699579521303374,lagoon-green,3,107.642,25,11.53,0.2061552812808832,0.000999976501407198,12.5,0.042899999999999994,0.042899999999999994,0.0013702990814785355,True
16,5-30cm,0.33780380915958785,0.2423663757792106,lagoon-blue,2,45.634,10,6.41,0.5042320894191483,6.519146293566824e-05,3.103088255842408,0.0084,0.0084,0.003300792461701698,True
16,4-10cm,0.7782857623348285,0.6583560693858977,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,-0.0006442720873496643,-2.5159623042536623,0.40040000000000003,0.40040000000000003,0.0012797941708557895,False
16,2-30cm,0.40634022636536027,0.28934189904167573,lagoon-blue,2,45.634,10,6.41,0.5042320894191483,6.519146293566824e-05,3.103088255842408,0.0084,0.0084,0.003300792461701698,True
16,1-10cm,0.7272850814121494,0.8320069745885558,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,-0.0006442720873496643,-2.5159623042536623,0.40040000000000003,0.40040000000000003,0.0012797941708557895,False
16,3-60cm,0.3707359268139597,0.2804753653520973,lagoon-blue,2,45.634,10,6.41,0.5042320894191483,0.00026260718984115087,12.5,0.0084,0.0084,0.003300792461701698,True
16,3-10cm,0.7151319197305984,0.5133994894525074,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,-0.0006442720873496643,-2.5159623042536623,0.40040000000000003,0.40040000000000003,0.0012797941708557895,False
16,4-30cm,0.7465555051676944,0.7442911723813203,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0028249374550452077,11.031730674544363,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
16,6-60cm,0.7324369553834499,0.5974029163945224,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.00320092279532772,12.5,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
16,7-30cm,0.7097154618069902,0.5355262322080151,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0028249374550452077,11.031730674544363,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
16,5-60cm,0.7374267319804807,0.6255067097558106,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.00320092279532772,12.5,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
16,2-10cm,0.7056630133017942,0.6847487334752819,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,-0.0006442720873496643,-2.5159623042536623,0.40040000000000003,0.40040000000000003,0.0012797941708557895,False
16,4-5cm,0.7349721793730593,0.7966888088344394,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0010172374737750997,3.972438335828997,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
16,3-5cm,0.735218503289042,0.5537174857265416,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0010172374737750997,3.972438335828997,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
17,1-30cm,0.7631095317985367,0.7867448573862938,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0028249374550452077,11.031730674544363,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
17,3-5cm,0.7366989303279611,0.590001104882202,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0010172374737750997,3.972438335828997,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
17,2-30cm,0.7571867885567939,0.5620928000359882,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0028249374550452077,11.031730674544363,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
17,6-30cm,0.24887057093327347,0.31800419073534636,lagoon-blue,2,45.634,10,6.41,0.5042320894191483,6.519146293566824e-05,3.103088255842408,0.0084,0.0084,0.003300792461701698,True
17,5-30cm,0.2956633012201646,0.31769724283922274,lagoon-blue,2,45.634,10,6.41,0.5042320894191483,6.519146293566824e-05,3.103088255842408,0.0084,0.0084,0.003300792461701698,True
17,2-5cm,0.7600691858773573,0.5803516820644029,lagoon-orange-sm,1,22.034,80,0.3,0.19300259065618774,0.0010172374737750997,3.972438335828997,0.40040000000000003,0.40040000000000003,0.0012797941708557895,True
17,3-60cm,0.6181739762268487,0.06377403108015478,lagoon-green,3,107.642,25,11.53,0.2061552812808832,0.000999976501407198,12.5,0.042899999999999994,0.042899999999999994,0.0013702990814785355,True
